word_id,word,answer,participant_id,text
enc_wikimoon_13_page_2_74,Pământului.,722,028,enc_wikimoon
lit_northwind_7_page_1_0,Vântul,0,028,lit_northwind
lit_northwind_7_page_1_1,de,0,028,lit_northwind
lit_northwind_7_page_1_2,Nord,293,028,lit_northwind
lit_northwind_7_page_1_3,și,0,028,lit_northwind
lit_northwind_7_page_1_4,Soarele,216,028,lit_northwind
lit_northwind_7_page_1_5,Vântul,152,028,lit_northwind
lit_northwind_7_page_1_6,de,0,028,lit_northwind
lit_northwind_7_page_1_7,Nord,214,028,lit_northwind
lit_northwind_7_page_1_8,și,0,028,lit_northwind
lit_northwind_7_page_1_9,Soarele,243,028,lit_northwind
lit_northwind_7_page_1_10,se,0,028,lit_northwind
lit_northwind_7_page_1_11,"certau,",435,028,lit_northwind
lit_northwind_7_page_1_12,fiecare,255,028,lit_northwind
lit_northwind_7_page_1_13,pretinzând,931,028,lit_northwind
lit_northwind_7_page_1_14,că,0,028,lit_northwind
lit_northwind_7_page_1_15,el,0,028,lit_northwind
lit_northwind_7_page_1_16,era,214,028,lit_northwind
lit_northwind_7_page_1_17,mai,0,028,lit_northwind
lit_northwind_7_page_1_18,"puternic,",333,028,lit_northwind
lit_northwind_7_page_1_19,când,0,028,lit_northwind
lit_northwind_7_page_1_20,a,256,028,lit_northwind
lit_northwind_7_page_1_21,venit,0,028,lit_northwind
lit_northwind_7_page_1_22,un,272,028,lit_northwind
lit_northwind_7_page_1_23,călător,0,028,lit_northwind
lit_northwind_7_page_1_24,purtând,440,028,lit_northwind
lit_northwind_7_page_1_25,o,342,028,lit_northwind
lit_northwind_7_page_1_26,haină,755,028,lit_northwind
lit_northwind_7_page_1_27,grea.,0,028,lit_northwind
lit_northwind_7_page_1_28,Ei,0,028,lit_northwind
lit_northwind_7_page_1_29,s-au,158,028,lit_northwind
lit_northwind_7_page_1_30,înțeles,138,028,lit_northwind
lit_northwind_7_page_1_31,că,0,028,lit_northwind
lit_northwind_7_page_1_32,cel,188,028,lit_northwind
lit_northwind_7_page_1_33,care,0,028,lit_northwind
lit_northwind_7_page_1_34,va,157,028,lit_northwind
lit_northwind_7_page_1_35,reuși,0,028,lit_northwind
lit_northwind_7_page_1_36,să-l,183,028,lit_northwind
lit_northwind_7_page_1_37,determine,254,028,lit_northwind
lit_northwind_7_page_1_38,pe,0,028,lit_northwind
lit_northwind_7_page_1_39,călător,0,028,lit_northwind
lit_northwind_7_page_1_40,să,0,028,lit_northwind
lit_northwind_7_page_1_41,își,217,028,lit_northwind
lit_northwind_7_page_1_42,scoată,0,028,lit_northwind
lit_northwind_7_page_1_43,haina,200,028,lit_northwind
lit_northwind_7_page_1_44,va,0,028,lit_northwind
lit_northwind_7_page_1_45,fi,0,028,lit_northwind
lit_northwind_7_page_1_46,recunoscut,158,028,lit_northwind
lit_northwind_7_page_1_47,drept,139,028,lit_northwind
lit_northwind_7_page_1_48,cel,0,028,lit_northwind
lit_northwind_7_page_1_49,mai,0,028,lit_northwind
lit_northwind_7_page_1_50,puternic.,401,028,lit_northwind
lit_northwind_7_page_1_51,Vântul,256,028,lit_northwind
lit_northwind_7_page_1_52,de,0,028,lit_northwind
lit_northwind_7_page_1_53,Nord,108,028,lit_northwind
lit_northwind_7_page_1_54,suflă,214,028,lit_northwind
lit_northwind_7_page_1_55,cât,0,028,lit_northwind
lit_northwind_7_page_1_56,putu,274,028,lit_northwind
lit_northwind_7_page_1_57,de,0,028,lit_northwind
lit_northwind_7_page_1_58,"tare,",352,028,lit_northwind
lit_northwind_7_page_1_59,dar,0,028,lit_northwind
lit_northwind_7_page_1_60,cu,118,028,lit_northwind
lit_northwind_7_page_1_61,cât,166,028,lit_northwind
lit_northwind_7_page_1_62,sufla,0,028,lit_northwind
lit_northwind_7_page_1_63,mai,504,028,lit_northwind
lit_northwind_7_page_1_64,"tare,",0,028,lit_northwind
lit_northwind_7_page_1_65,cu,0,028,lit_northwind
lit_northwind_7_page_1_66,atât,0,028,lit_northwind
lit_northwind_7_page_1_67,călătorul,346,028,lit_northwind
lit_northwind_7_page_1_68,își,158,028,lit_northwind
lit_northwind_7_page_1_69,strângea,132,028,lit_northwind
lit_northwind_7_page_1_70,mai,0,028,lit_northwind
lit_northwind_7_page_1_71,bine,0,028,lit_northwind
lit_northwind_7_page_1_72,haina,164,028,lit_northwind
lit_northwind_7_page_1_73,în,0,028,lit_northwind
lit_northwind_7_page_1_74,jurul,250,028,lit_northwind
lit_northwind_7_page_1_75,"său,",0,028,lit_northwind
lit_northwind_7_page_1_76,iar,0,028,lit_northwind
lit_northwind_7_page_1_77,într-un,559,028,lit_northwind
lit_northwind_7_page_1_78,final,361,028,lit_northwind
lit_northwind_7_page_1_79,Vântul,119,028,lit_northwind
lit_northwind_7_page_1_80,de,0,028,lit_northwind
lit_northwind_7_page_1_81,Nord,160,028,lit_northwind
lit_northwind_7_page_1_82,a,101,028,lit_northwind
lit_northwind_7_page_1_83,fost,157,028,lit_northwind
lit_northwind_7_page_1_84,nevoit,0,028,lit_northwind
lit_northwind_7_page_1_85,să,129,028,lit_northwind
lit_northwind_7_page_1_86,renunțe.,787,028,lit_northwind
lit_northwind_7_page_1_87,"Atunci,",621,028,lit_northwind
lit_northwind_7_page_1_88,Soarele,565,028,lit_northwind
lit_northwind_7_page_1_89,a,140,028,lit_northwind
lit_northwind_7_page_1_90,început,156,028,lit_northwind
lit_northwind_7_page_1_91,să,0,028,lit_northwind
lit_northwind_7_page_1_92,"strălucească,",510,028,lit_northwind
lit_northwind_7_page_1_93,și,0,028,lit_northwind
lit_northwind_7_page_1_94,călătorul,437,028,lit_northwind
lit_northwind_7_page_1_95,și-a,0,028,lit_northwind
lit_northwind_7_page_1_96,dat,273,028,lit_northwind
lit_northwind_7_page_1_97,imediat,363,028,lit_northwind
lit_northwind_7_page_1_98,haina,365,028,lit_northwind
lit_northwind_7_page_1_99,jos.,424,028,lit_northwind
lit_northwind_7_page_1_100,Și,132,028,lit_northwind
lit_northwind_7_page_1_101,"astfel,",1810,028,lit_northwind
lit_northwind_7_page_1_102,Vântul,244,028,lit_northwind
lit_northwind_7_page_1_103,de,0,028,lit_northwind
lit_northwind_7_page_1_104,Nord,147,028,lit_northwind
lit_northwind_7_page_1_105,a,0,028,lit_northwind
lit_northwind_7_page_1_106,trebuit,185,028,lit_northwind
lit_northwind_7_page_1_107,să,0,028,lit_northwind
lit_northwind_7_page_1_108,recunoască,151,028,lit_northwind
lit_northwind_7_page_1_109,faptul,158,028,lit_northwind
lit_northwind_7_page_1_110,că,0,028,lit_northwind
lit_northwind_7_page_1_111,Soarele,0,028,lit_northwind
lit_northwind_7_page_1_112,era,0,028,lit_northwind
lit_northwind_7_page_1_113,mai,0,028,lit_northwind
lit_northwind_7_page_1_114,puternic.,217,028,lit_northwind
popsci_multipleye_1_page_1_0,Proiectul,503,028,popsci_multipleye
popsci_multipleye_1_page_1_1,MultiplEYE,470,028,popsci_multipleye
popsci_multipleye_1_page_1_2,Numele,303,028,popsci_multipleye
popsci_multipleye_1_page_1_3,„MultiplEYE”,267,028,popsci_multipleye
popsci_multipleye_1_page_1_4,este,163,028,popsci_multipleye
popsci_multipleye_1_page_1_5,un,0,028,popsci_multipleye
popsci_multipleye_1_page_1_6,joc,162,028,popsci_multipleye
popsci_multipleye_1_page_1_7,de,197,028,popsci_multipleye
popsci_multipleye_1_page_1_8,cuvinte,149,028,popsci_multipleye
popsci_multipleye_1_page_1_9,care,209,028,popsci_multipleye
popsci_multipleye_1_page_1_10,combină,0,028,popsci_multipleye
popsci_multipleye_1_page_1_11,„multilingvism”,1310,028,popsci_multipleye
popsci_multipleye_1_page_1_12,sau,168,028,popsci_multipleye
popsci_multipleye_1_page_1_13,„limbi,216,028,popsci_multipleye
popsci_multipleye_1_page_1_14,multiple”,479,028,popsci_multipleye
popsci_multipleye_1_page_1_15,cu,0,028,popsci_multipleye
popsci_multipleye_1_page_1_16,„eye”,314,028,popsci_multipleye
popsci_multipleye_1_page_1_17,(ochi),155,028,popsci_multipleye
popsci_multipleye_1_page_1_18,din,388,028,popsci_multipleye
popsci_multipleye_1_page_1_19,„eye-tracking”,656,028,popsci_multipleye
popsci_multipleye_1_page_1_20,(urmărire,205,028,popsci_multipleye
popsci_multipleye_1_page_1_21,oculară).,668,028,popsci_multipleye
popsci_multipleye_1_page_1_22,MultiplEYE,497,028,popsci_multipleye
popsci_multipleye_1_page_1_23,este,268,028,popsci_multipleye
popsci_multipleye_1_page_1_24,o,0,028,popsci_multipleye
popsci_multipleye_1_page_1_25,Acțiune,605,028,popsci_multipleye
popsci_multipleye_1_page_1_26,COST,379,028,popsci_multipleye
popsci_multipleye_1_page_1_27,finanțată,454,028,popsci_multipleye
popsci_multipleye_1_page_1_28,de,0,028,popsci_multipleye
popsci_multipleye_1_page_1_29,Uniunea,973,028,popsci_multipleye
popsci_multipleye_1_page_1_30,Europeană.,418,028,popsci_multipleye
popsci_multipleye_1_page_1_31,Acțiunile,586,028,popsci_multipleye
popsci_multipleye_1_page_1_32,COST,0,028,popsci_multipleye
popsci_multipleye_1_page_1_33,sunt,147,028,popsci_multipleye
popsci_multipleye_1_page_1_34,rețele,613,028,popsci_multipleye
popsci_multipleye_1_page_1_35,de,0,028,popsci_multipleye
popsci_multipleye_1_page_1_36,cercetare,803,028,popsci_multipleye
popsci_multipleye_1_page_1_37,sprijinite,547,028,popsci_multipleye
popsci_multipleye_1_page_1_38,de,0,028,popsci_multipleye
popsci_multipleye_1_page_1_39,Cooperarea,764,028,popsci_multipleye
popsci_multipleye_1_page_1_40,Europeană,499,028,popsci_multipleye
popsci_multipleye_1_page_1_41,în,0,028,popsci_multipleye
popsci_multipleye_1_page_1_42,Știință,688,028,popsci_multipleye
popsci_multipleye_1_page_1_43,și,137,028,popsci_multipleye
popsci_multipleye_1_page_1_44,"Tehnologie,",1384,028,popsci_multipleye
popsci_multipleye_1_page_1_45,pe,0,028,popsci_multipleye
popsci_multipleye_1_page_1_46,scurt,1104,028,popsci_multipleye
popsci_multipleye_1_page_1_47,COST.,710,028,popsci_multipleye
popsci_multipleye_1_page_1_48,Ca,153,028,popsci_multipleye
popsci_multipleye_1_page_1_49,organizație,482,028,popsci_multipleye
popsci_multipleye_1_page_1_50,de,127,028,popsci_multipleye
popsci_multipleye_1_page_1_51,"finanțare,",706,028,popsci_multipleye
popsci_multipleye_1_page_1_52,COST,160,028,popsci_multipleye
popsci_multipleye_1_page_1_53,susține,391,028,popsci_multipleye
popsci_multipleye_1_page_1_54,rețeaua,266,028,popsci_multipleye
popsci_multipleye_1_page_1_55,noastră,159,028,popsci_multipleye
popsci_multipleye_1_page_1_56,în,0,028,popsci_multipleye
popsci_multipleye_1_page_1_57,creștere,252,028,popsci_multipleye
popsci_multipleye_1_page_1_58,de,559,028,popsci_multipleye
popsci_multipleye_1_page_1_59,cercetători,613,028,popsci_multipleye
popsci_multipleye_1_page_1_60,din,244,028,popsci_multipleye
popsci_multipleye_1_page_1_61,Europa,0,028,popsci_multipleye
popsci_multipleye_1_page_1_62,și,139,028,popsci_multipleye
popsci_multipleye_1_page_1_63,din,294,028,popsci_multipleye
popsci_multipleye_1_page_1_64,afara,380,028,popsci_multipleye
popsci_multipleye_1_page_1_65,"ei,",0,028,popsci_multipleye
popsci_multipleye_1_page_1_66,oferind,542,028,popsci_multipleye
popsci_multipleye_1_page_1_67,sprijin,310,028,popsci_multipleye
popsci_multipleye_1_page_1_68,financiar,160,028,popsci_multipleye
popsci_multipleye_1_page_1_69,pentru,0,028,popsci_multipleye
popsci_multipleye_1_page_1_70,desfășurarea,303,028,popsci_multipleye
popsci_multipleye_1_page_1_71,diverselor,722,028,popsci_multipleye
popsci_multipleye_1_page_1_72,activități,477,028,popsci_multipleye
popsci_multipleye_1_page_1_73,de,360,028,popsci_multipleye
popsci_multipleye_1_page_1_74,networking.,525,028,popsci_multipleye
popsci_multipleye_1_page_10_0,Primirea,0,028,popsci_multipleye
popsci_multipleye_1_page_10_1,datelor,0,028,popsci_multipleye
popsci_multipleye_1_page_10_2,de,0,028,popsci_multipleye
popsci_multipleye_1_page_10_3,urmărire,0,028,popsci_multipleye
popsci_multipleye_1_page_10_4,oculară,227,028,popsci_multipleye
popsci_multipleye_1_page_10_5,de,0,028,popsci_multipleye
popsci_multipleye_1_page_10_6,la,0,028,popsci_multipleye
popsci_multipleye_1_page_10_7,mulți,0,028,popsci_multipleye
popsci_multipleye_1_page_10_8,"participanți,",0,028,popsci_multipleye
popsci_multipleye_1_page_10_9,inclusiv,0,028,popsci_multipleye
popsci_multipleye_1_page_10_10,de,0,028,popsci_multipleye
popsci_multipleye_1_page_10_11,la,0,028,popsci_multipleye
popsci_multipleye_1_page_10_12,"tine,",0,028,popsci_multipleye
popsci_multipleye_1_page_10_13,prin,0,028,popsci_multipleye
popsci_multipleye_1_page_10_14,citirea,198,028,popsci_multipleye
popsci_multipleye_1_page_10_15,textelor,152,028,popsci_multipleye
popsci_multipleye_1_page_10_16,în,0,028,popsci_multipleye
popsci_multipleye_1_page_10_17,multe,195,028,popsci_multipleye
popsci_multipleye_1_page_10_18,limbi,0,028,popsci_multipleye
popsci_multipleye_1_page_10_19,"diferite,",170,028,popsci_multipleye
popsci_multipleye_1_page_10_20,va,0,028,popsci_multipleye
popsci_multipleye_1_page_10_21,constitui,241,028,popsci_multipleye
popsci_multipleye_1_page_10_22,o,0,028,popsci_multipleye
popsci_multipleye_1_page_10_23,bază,166,028,popsci_multipleye
popsci_multipleye_1_page_10_24,excelentă,116,028,popsci_multipleye
popsci_multipleye_1_page_10_25,pentru,135,028,popsci_multipleye
popsci_multipleye_1_page_10_26,cercetarea,345,028,popsci_multipleye
popsci_multipleye_1_page_10_27,noastră.,0,028,popsci_multipleye
popsci_multipleye_1_page_10_28,Aceasta,200,028,popsci_multipleye
popsci_multipleye_1_page_10_29,va,0,028,popsci_multipleye
popsci_multipleye_1_page_10_30,fi,224,028,popsci_multipleye
popsci_multipleye_1_page_10_31,factorul,0,028,popsci_multipleye
popsci_multipleye_1_page_10_32,principal,212,028,popsci_multipleye
popsci_multipleye_1_page_10_33,care,0,028,popsci_multipleye
popsci_multipleye_1_page_10_34,va,198,028,popsci_multipleye
popsci_multipleye_1_page_10_35,transforma,0,028,popsci_multipleye
popsci_multipleye_1_page_10_36,rețeaua,148,028,popsci_multipleye
popsci_multipleye_1_page_10_37,noastră,122,028,popsci_multipleye
popsci_multipleye_1_page_10_38,de,162,028,popsci_multipleye
popsci_multipleye_1_page_10_39,cercetare,135,028,popsci_multipleye
popsci_multipleye_1_page_10_40,într-un,0,028,popsci_multipleye
popsci_multipleye_1_page_10_41,demers,215,028,popsci_multipleye
popsci_multipleye_1_page_10_42,de,0,028,popsci_multipleye
popsci_multipleye_1_page_10_43,succes.,194,028,popsci_multipleye
popsci_multipleye_1_page_10_44,Sperăm,178,028,popsci_multipleye
popsci_multipleye_1_page_10_45,să,0,028,popsci_multipleye
popsci_multipleye_1_page_10_46,deschidem,161,028,popsci_multipleye
popsci_multipleye_1_page_10_47,calea,0,028,popsci_multipleye
popsci_multipleye_1_page_10_48,pentru,0,028,popsci_multipleye
popsci_multipleye_1_page_10_49,avansarea,152,028,popsci_multipleye
popsci_multipleye_1_page_10_50,cercetării,237,028,popsci_multipleye
popsci_multipleye_1_page_10_51,în,0,028,popsci_multipleye
popsci_multipleye_1_page_10_52,diverse,235,028,popsci_multipleye
popsci_multipleye_1_page_10_53,subdomenii,229,028,popsci_multipleye
popsci_multipleye_1_page_10_54,ale,0,028,popsci_multipleye
popsci_multipleye_1_page_10_55,lingvisticii,280,028,popsci_multipleye
popsci_multipleye_1_page_10_56,prin,0,028,popsci_multipleye
popsci_multipleye_1_page_10_57,sprijinirea,279,028,popsci_multipleye
popsci_multipleye_1_page_10_58,și,0,028,popsci_multipleye
popsci_multipleye_1_page_10_59,conectarea,198,028,popsci_multipleye
popsci_multipleye_1_page_10_60,unui,0,028,popsci_multipleye
popsci_multipleye_1_page_10_61,grup,312,028,popsci_multipleye
popsci_multipleye_1_page_10_62,mare,202,028,popsci_multipleye
popsci_multipleye_1_page_10_63,de,0,028,popsci_multipleye
popsci_multipleye_1_page_10_64,cercetători.,351,028,popsci_multipleye
popsci_multipleye_1_page_11_0,Principalele,0,028,popsci_multipleye
popsci_multipleye_1_page_11_1,rezultate,0,028,popsci_multipleye
popsci_multipleye_1_page_11_2,ale,0,028,popsci_multipleye
popsci_multipleye_1_page_11_3,Acțiunii,0,028,popsci_multipleye
popsci_multipleye_1_page_11_4,MultiplEYE,0,028,popsci_multipleye
popsci_multipleye_1_page_11_5,vor,0,028,popsci_multipleye
popsci_multipleye_1_page_11_6,fi,0,028,popsci_multipleye
popsci_multipleye_1_page_11_7,un,272,028,popsci_multipleye
popsci_multipleye_1_page_11_8,set,0,028,popsci_multipleye
popsci_multipleye_1_page_11_9,mare,200,028,popsci_multipleye
popsci_multipleye_1_page_11_10,de,0,028,popsci_multipleye
popsci_multipleye_1_page_11_11,date,164,028,popsci_multipleye
popsci_multipleye_1_page_11_12,care,0,028,popsci_multipleye
popsci_multipleye_1_page_11_13,conține,246,028,popsci_multipleye
popsci_multipleye_1_page_11_14,date,0,028,popsci_multipleye
popsci_multipleye_1_page_11_15,de,0,028,popsci_multipleye
popsci_multipleye_1_page_11_16,urmărire,187,028,popsci_multipleye
popsci_multipleye_1_page_11_17,oculară,301,028,popsci_multipleye
popsci_multipleye_1_page_11_18,în,0,028,popsci_multipleye
popsci_multipleye_1_page_11_19,multe,209,028,popsci_multipleye
popsci_multipleye_1_page_11_20,limbi,169,028,popsci_multipleye
popsci_multipleye_1_page_11_21,și,0,028,popsci_multipleye
popsci_multipleye_1_page_11_22,o,0,028,popsci_multipleye
popsci_multipleye_1_page_11_23,platformă,171,028,popsci_multipleye
popsci_multipleye_1_page_11_24,pentru,166,028,popsci_multipleye
popsci_multipleye_1_page_11_25,noi,0,028,popsci_multipleye
popsci_multipleye_1_page_11_26,colaborări,128,028,popsci_multipleye
popsci_multipleye_1_page_11_27,care,0,028,popsci_multipleye
popsci_multipleye_1_page_11_28,se,185,028,popsci_multipleye
popsci_multipleye_1_page_11_29,bazează,142,028,popsci_multipleye
popsci_multipleye_1_page_11_30,pe,0,028,popsci_multipleye
popsci_multipleye_1_page_11_31,acest,218,028,popsci_multipleye
popsci_multipleye_1_page_11_32,tip,0,028,popsci_multipleye
popsci_multipleye_1_page_11_33,de,171,028,popsci_multipleye
popsci_multipleye_1_page_11_34,date.,0,028,popsci_multipleye
popsci_multipleye_1_page_11_35,Dacă,0,028,popsci_multipleye
popsci_multipleye_1_page_11_36,citești,278,028,popsci_multipleye
popsci_multipleye_1_page_11_37,acest,263,028,popsci_multipleye
popsci_multipleye_1_page_11_38,"text,",0,028,popsci_multipleye
popsci_multipleye_1_page_11_39,deja,238,028,popsci_multipleye
popsci_multipleye_1_page_11_40,ne,0,028,popsci_multipleye
popsci_multipleye_1_page_11_41,sprijini,285,028,popsci_multipleye
popsci_multipleye_1_page_11_42,"cauza,",148,028,popsci_multipleye
popsci_multipleye_1_page_11_43,permițându-ne,298,028,popsci_multipleye
popsci_multipleye_1_page_11_44,să,170,028,popsci_multipleye
popsci_multipleye_1_page_11_45,colectăm,137,028,popsci_multipleye
popsci_multipleye_1_page_11_46,și,0,028,popsci_multipleye
popsci_multipleye_1_page_11_47,să,0,028,popsci_multipleye
popsci_multipleye_1_page_11_48,analizăm,184,028,popsci_multipleye
popsci_multipleye_1_page_11_49,mișcările,218,028,popsci_multipleye
popsci_multipleye_1_page_11_50,ochilor,163,028,popsci_multipleye
popsci_multipleye_1_page_11_51,tăi,0,028,popsci_multipleye
popsci_multipleye_1_page_11_52,în,0,028,popsci_multipleye
popsci_multipleye_1_page_11_53,timp,0,028,popsci_multipleye
popsci_multipleye_1_page_11_54,ce,0,028,popsci_multipleye
popsci_multipleye_1_page_11_55,citești,118,028,popsci_multipleye
popsci_multipleye_1_page_11_56,și,0,028,popsci_multipleye
